ID,date,day,month,year,company,firedist,latitude,longitute,fireseason,peak1,peak2,hbra,tfb,ranking,ranking_P2,ranking_P3,danger_rating,ground_fire,Year,F,G,T,Calc,Code Calc,Geog_Recode,G.Recode.,Calc.Recode.,Geog Classify.Final
1430,04.10.13,4,10,2013,Jemena,CENTRAL,-37.76919,144.88519,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1431,04.10.13,4,10,2013,Powercor,NORTH CENTRAL,-37.09653199,144.3541532,NO,NON-SEASON,NON-SEASON,HBRA,0,REFCL,REFCL,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,REFCL,4.6,0.46,REFCL
1432,07.10.13,7,10,2013,AusNet,CENTRAL,-37.81148,145.23342,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1433,09.10.13,9,10,2013,AusNet,CENTRAL,-37.8728,145.23759,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1434,10.10.13,10,10,2013,AusNet,CENTRAL,-37.81148,145.23342,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1435,13.10.13,13,10,2013,Powercor,CENTRAL,-37.98184317,144.5854813,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1436,16.10.13,16,10,2013,AusNet,CENTRAL,-38.04035,145.38315,NO,NON-SEASON,NON-SEASON,LBRA,0,HBRA,HBRA,LBRA,NO FORECAST,YES,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1437,16.10.13,16,10,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.15887,145.93363,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,HBRA,NO FORECAST,YES,2013,1,1,0.1,0.1,G. 0.1 to 0.29,LBRA,0.2,0.02,HBRA
1438,17.10.13,17,10,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.10504,147.06479,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,LBRA
1439,17.10.13,17,10,2013,AusNet,EAST GIPPSLAND,-37.82545,147.63048,NO,NON-SEASON,NON-SEASON,LBRA,0,REFCL,REFCL,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1440,17.10.13,17,10,2013,Powercor,MALLEE,-34.38188607,141.63863,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,YES,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1441,17.10.13,17,10,2013,Powercor,MALLEE,-34.14745486,142.0196225,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,REFCL,NO FORECAST,YES,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,LBRA
1442,18.10.13,18,10,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.19464,146.53823,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,YES,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1443,18.10.13,18,10,2013,AusNet,EAST GIPPSLAND,-37.82545,147.63048,NO,NON-SEASON,NON-SEASON,LBRA,0,REFCL,REFCL,REFCL,NO FORECAST,YES,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1444,18.10.13,18,10,2013,Powercor,CENTRAL,NULL,NULL,NO,NON-SEASON,NON-SEASON,LBRA,0,NA,NA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1445,19.10.13,19,10,2013,AusNet,CENTRAL,-38.04035,145.38315,NO,NON-SEASON,NON-SEASON,LBRA,0,HBRA,HBRA,HBRA,NO FORECAST,YES,2013,1,1,0.1,0.1,G. 0.1 to 0.29,LBRA,0.2,0.02,HBRA
1446,19.10.13,19,10,2013,AusNet,CENTRAL,-37.69885,145.1074,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,REFCL,NO FORECAST,YES,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1447,19.10.13,19,10,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.15887,145.93363,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,YES,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1448,19.10.13,19,10,2013,Powercor,CENTRAL,-37.98769782,144.5112723,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,YES,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1449,22.10.13,22,10,2013,Powercor,WIMMERA,-36.45360996,142.0278394,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1450,22.10.13,22,10,2013,Powercor,MALLEE,-34.64052826,142.7194601,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1451,28.10.13,28,10,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.65097,146.20186,NO,NON-SEASON,NON-SEASON,HBRA,0,LBRA,LBRA,HBRA,NO FORECAST,NO,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1452,28.10.13,28,10,2013,Powercor,WIMMERA,-36.95283906,141.0827372,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,NO,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1453,28.10.13,28,10,2013,Powercor,WIMMERA,-36.95283906,141.0827372,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,NO,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1454,29.10.13,29,10,2013,AusNet,CENTRAL,-38.485,145.55399,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,NO,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1455,29.10.13,29,10,2013,AusNet,NORTH EAST,-36.56189,146.72616,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,REFCL,REFCL,NO FORECAST,NO,2013,1,4.6,0.1,0.46,F. 0.3 to 0.99,LBRA,0.2,0.02,REFCL
1456,29.10.13,29,10,2013,Powercor,NORTHERN COUNTRY,-36.38283573,145.0914866,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1457,30.10.13,30,10,2013,Jemena,CENTRAL,-37.74472,145.00684,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1458,30.10.13,30,10,2013,Powercor,NORTHERN COUNTRY,-36.52890875,145.281865,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1459,30.10.13,30,10,2013,Powercor,WIMMERA,-36.96307112,141.0749,NO,NON-SEASON,NON-SEASON,HBRA,0,HBRA,HBRA,HBRA,NO FORECAST,NO,2013,1,1,0.1,0.1,G. 0.1 to 0.29,HBRA,1,0.1,HBRA
1460,31.10.13,31,10,2013,Powercor,NORTHERN COUNTRY,-36.34065848,145.1503128,NO,NON-SEASON,NON-SEASON,LBRA,0,LBRA,LBRA,LBRA,NO FORECAST,NO,2013,1,0.2,0.1,0.02,H. Less than 0.1,LBRA,0.2,0.02,LBRA
1461,02.11.13,2,11,2013,CitiPower,CENTRAL,-37.80773,144.97323,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1462,03.11.13,3,11,2013,AusNet,CENTRAL,-37.75766,145.35241,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,REFCL,REFCL,LOW-MODERATE,YES,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,REFCL
1463,04.11.13,4,11,2013,United,CENTRAL,-38.36133,144.77766,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1464,07.11.13,7,11,2013,Powercor,NORTHERN COUNTRY,-36.39086687,145.4030797,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1465,08.11.13,8,11,2013,Jemena,CENTRAL,-37.73644,144.91925,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1466,08.11.13,8,11,2013,Jemena,CENTRAL,-37.74076,144.92138,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1467,08.11.13,8,11,2013,Jemena,CENTRAL,-37.73644,144.91925,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1468,08.11.13,8,11,2013,United,CENTRAL,-37.95925,145.06729,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1469,08.11.13,8,11,2013,Powercor,NORTHERN COUNTRY,-36.03843471,145.3414539,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1470,08.11.13,8,11,2013,Powercor,MALLEE,-34.27622188,141.5989804,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,REFCL,High,YES,2013,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
1471,08.11.13,8,11,2013,Powercor,MALLEE,-35.00299798,142.3221254,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1472,08.11.13,8,11,2013,Powercor,MALLEE,-35.08369859,142.1756583,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1473,09.11.13,9,11,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.56167,146.67589,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
1474,09.11.13,9,11,2013,Powercor,SOUTH WEST,-38.47076371,142.7631861,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1475,10.11.13,10,11,2013,Powercor,MALLEE,-36.36889566,143.2974818,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,REFCL,REFCL,High,YES,2013,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
1476,10.11.13,10,11,2013,Powercor,NORTHERN COUNTRY,-36.49906948,145.4052542,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Low-Moderate,YES,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1477,11.11.13,11,11,2013,Jemena,CENTRAL,-37.67862,144.95682,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1478,13.11.13,13,11,2013,United,CENTRAL,-37.92644,145.03517,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1479,13.11.13,13,11,2013,Powercor,MALLEE,-34.26985598,142.1620128,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1480,15.11.13,15,11,2013,United,CENTRAL,-37.90745,145.09965,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1481,15.11.13,15,11,2013,Powercor,CENTRAL,-38.09510437,144.3676174,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,REFCL,Low-Moderate,YES,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
1482,17.11.13,17,11,2013,AusNet,NORTH EAST,-36.12472,146.88826,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
1483,17.11.13,17,11,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.19464,146.53823,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,LBRA,0.2,0.04,HBRA
1484,17.11.13,17,11,2013,AusNet,NORTH EAST,-36.56189,146.72616,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,REFCL,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,REFCL
1485,18.11.13,18,11,2013,Powercor,MALLEE,NULL,NULL,YES,SHOULDER,SHOULDER,LBRA,0,NA,NA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1486,18.11.13,18,11,2013,Powercor,WIMMERA,NULL,NULL,YES,SHOULDER,SHOULDER,HBRA,0,NA,NA,HBRA,Low-Moderate,YES,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1487,19.11.13,19,11,2013,Powercor,CENTRAL,NULL,NULL,YES,SHOULDER,SHOULDER,LBRA,0,NA,NA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1488,19.11.13,19,11,2013,Powercor,CENTRAL,-38.25302212,144.6155531,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1489,21.11.13,21,11,2013,AusNet,CENTRAL,-37.81148,145.23342,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1490,21.11.13,21,11,2013,Powercor,CENTRAL,-37.76228664,144.771462,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1491,21.11.13,21,11,2013,Powercor,CENTRAL,-37.32783873,144.5874114,YES,SHOULDER,SHOULDER,HBRA,0,REFCL,REFCL,REFCL,Low-Moderate,YES,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,REFCL,4.6,0.92,REFCL
1492,21.11.13,21,11,2013,Powercor,NORTHERN COUNTRY,-36.38631325,145.4255139,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1493,21.11.13,21,11,2013,Powercor,SOUTH WEST,-38.3642644,141.6206571,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1494,26.11.13,26,11,2013,AusNet,CENTRAL,-37.81148,145.23342,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,REFCL
1495,26.11.13,26,11,2013,Jemena,CENTRAL,-37.67862,144.95682,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1496,26.11.13,26,11,2013,Powercor,SOUTH WEST,-38.36154398,142.4991675,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1497,27.11.13,27,11,2013,Powercor,SOUTH WEST,-38.23412953,143.1357838,YES,SHOULDER,SHOULDER,LBRA,0,REFCL,REFCL,REFCL,High,YES,2013,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
1498,27.11.13,27,11,2013,Powercor,WIMMERA,-36.63753863,141.2797343,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2013,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
1499,27.11.13,27,11,2013,Powercor,NORTHERN COUNTRY,-36.26382387,144.5966954,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,YES,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1500,28.11.13,28,11,2013,Powercor,MALLEE,-34.66767355,142.7330658,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2013,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
1501,28.11.13,28,11,2013,Powercor,MALLEE,-34.79953016,142.6106214,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Very High,YES,2013,1,1,1,1,E. 1 to 2.99,HBRA,1,1,HBRA
1502,29.11.13,29,11,2013,CitiPower,CENTRAL,-37.79294,144.94222,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1503,29.11.13,29,11,2013,Jemena,CENTRAL,-37.77563,144.92212,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1504,29.11.13,29,11,2013,Powercor,MALLEE,-35.23713424,140.9902629,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1505,29.11.13,29,11,2013,Powercor,NORTHERN COUNTRY,-36.3041159,144.4319507,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1506,29.11.13,29,11,2013,Powercor,NORTHERN COUNTRY,-36.39365413,145.4067277,YES,SHOULDER,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,YES,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1507,29.11.13,29,11,2013,Powercor,MALLEE,-34.4391388,142.3317819,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,YES,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1508,30.11.13,30,11,2013,Powercor,MALLEE,-35.87537304,143.791266,YES,SHOULDER,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1509,02.12.13,2,12,2013,CitiPower,CENTRAL,-37.82681,145.03891,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
1510,02.12.13,2,12,2013,Jemena,CENTRAL,-37.73646,144.88962,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Very High,NO,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
1511,02.12.13,2,12,2013,Powercor,MALLEE,-34.26003788,142.0660823,YES,PEAK,SHOULDER,HBRA,1,HBRA,HBRA,REFCL,Severe,NO,2013,1,4.6,2,9.2,C. 5 to 10,REFCL,4.6,9.2,REFCL
1512,02.12.13,2,12,2013,Powercor,NORTHERN COUNTRY,-36.79560612,144.2272933,YES,PEAK,SHOULDER,HBRA,0,REFCL,REFCL,REFCL,Very High,NO,2013,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
1513,03.12.13,3,12,2013,Powercor,NORTHERN COUNTRY,-36.18663623,144.6299532,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Very High,YES,2013,1,0.2,1,0.2,G. 0.1 to 0.29,LBRA,0.2,0.2,LBRA
1514,03.12.13,3,12,2013,Powercor,NORTHERN COUNTRY,-36.65050603,144.2782198,YES,PEAK,SHOULDER,HBRA,0,REFCL,REFCL,REFCL,Very High,YES,2013,1,4.6,1,4.6,D. 3 to 4.99,REFCL,4.6,4.6,REFCL
1515,04.12.13,4,12,2013,Jemena,CENTRAL,-37.82462,144.88128,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1516,04.12.13,4,12,2013,Powercor,MALLEE,-35.39381666,142.7639601,YES,PEAK,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,HBRA,1,0.5,HBRA
1517,04.12.13,4,12,2013,Powercor,MALLEE,-35.32989155,143.5587339,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1518,04.12.13,4,12,2013,Powercor,NORTHERN COUNTRY,-36.29913537,145.4221309,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1519,04.12.13,4,12,2013,Powercor,MALLEE,-35.98758162,142.9446415,YES,PEAK,SHOULDER,HBRA,0,HBRA,REFCL,REFCL,High,NO,2013,1,4.6,0.5,2.3,E. 1 to 2.99,REFCL,4.6,2.3,REFCL
1520,04.12.13,4,12,2013,Powercor,MALLEE,-34.24759885,142.1066629,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,REFCL,High,NO,2013,1,4.6,0.5,2.3,E. 1 to 2.99,LBRA,0.2,0.1,LBRA
1521,04.12.13,4,12,2013,Powercor,NORTHERN COUNTRY,-36.1989731,145.0065267,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1522,04.12.13,4,12,2013,Powercor,MALLEE,-35.31350574,143.5111683,YES,PEAK,SHOULDER,LBRA,0,HBRA,HBRA,HBRA,High,NO,2013,1,1,0.5,0.5,F. 0.3 to 0.99,LBRA,0.2,0.1,LBRA
1523,05.12.13,5,12,2013,AusNet,CENTRAL,-37.75766,145.35241,YES,PEAK,SHOULDER,LBRA,0,LBRA,REFCL,REFCL,Low-Moderate,NO,2013,1,4.6,0.2,0.92,F. 0.3 to 0.99,LBRA,0.2,0.04,LBRA
1524,06.12.13,6,12,2013,Powercor,NORTHERN COUNTRY,-36.38705573,145.3789235,YES,PEAK,SHOULDER,HBRA,0,HBRA,HBRA,HBRA,Low-Moderate,YES,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1525,08.12.13,8,12,2013,United,CENTRAL,-38.30533,145.18597,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,High,NO,2013,1,0.2,0.5,0.1,G. 0.1 to 0.29,LBRA,0.2,0.1,LBRA
1526,09.12.13,9,12,2013,Powercor,WIMMERA,-36.33508989,141.6537241,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1527,11.12.13,11,12,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.65097,146.20186,YES,PEAK,SHOULDER,HBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1528,11.12.13,11,12,2013,Powercor,CENTRAL,-37.88691062,144.6581096,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1529,12.12.13,12,12,2013,United,CENTRAL,-37.84646,145.04322,YES,PEAK,SHOULDER,LBRA,0,LBRA,LBRA,LBRA,Low-Moderate,NO,2013,1,0.2,0.2,0.04,H. Less than 0.1,LBRA,0.2,0.04,LBRA
1530,13.12.13,13,12,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.65097,146.20186,YES,PEAK,SHOULDER,HBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
1531,13.12.13,13,12,2013,AusNet,WEST AND SOUTH GIPPSLAND,-38.65097,146.20186,YES,PEAK,SHOULDER,HBRA,0,LBRA,LBRA,HBRA,Low-Moderate,NO,2013,1,1,0.2,0.2,G. 0.1 to 0.29,HBRA,1,0.2,HBRA
